,indicativo,nombre_indicativo,start_date,end_date,latitud_dd,longitud_dd,cluster
288,3100B,ARANJUEZ,2016-01-01,2024-12-31,40.06722222222223,-3.546111111111111,0
289,3103,PANTANO EL VADO,2016-01-01,2024-12-31,41.00361111111111,-3.301944444444444,0
290,3104Y,RASCAFRÍA,2016-01-01,2024-12-31,40.88972222222222,-3.888333333333333,2
291,3110C,BUITRAGO DEL LOZOYA,2016-01-01,2024-12-31,41.00694444444444,-3.613888888888889,0
292,3111D,SOMOSIERRA,2016-01-01,2024-12-31,41.13555555555556,-3.580555555555556,2
293,3125Y,SAN SEBASTIÁN DE LOS REYES,2016-01-01,2024-12-31,40.55,-3.616666666666666,0
294,3126Y,"MADRID, EL GOLOSO",2016-01-01,2024-12-31,40.561388888888885,-3.7119444444444447,0
295,3129,MADRID AEROPUERTO,2016-01-01,2024-12-31,40.46666666666667,-3.555555555555556,0
296,3130C,SIGÜENZA,2016-01-01,2024-12-31,41.08638888888889,-2.618055555555556,0
297,3140Y,MANDAYONA,2016-02-12,2024-12-31,40.985,-2.76,0
298,3168D,GUADALAJARA,2016-01-01,2024-12-31,40.63027777777778,-3.1502777777777777,0
299,3170Y,ALCALA DE HENARES,2016-03-30,2024-12-31,40.52833333333333,-3.289722222222222,0
300,3175,TORREJÓN DE ARDOZ,2016-01-01,2024-12-31,40.48861111111111,-3.443611111111111,0
301,3182Y,ARGANDA DEL REY,2016-01-01,2024-12-31,40.31166666666666,-3.497777777777778,0
302,3191E,COLMENAR VIEJO,2016-01-01,2024-12-31,40.69611111111111,-3.765,0
303,3194U,"MADRID, CIUDAD UNIVERSITARIA",2016-01-01,2024-12-31,40.45166666666667,-3.724166666666666,0
304,3194Y,POZUELO DE ALARCÓN,2016-01-01,2024-12-31,40.44833333333333,-3.813333333333333,0
305,3195,"MADRID, RETIRO",2016-01-01,2024-12-31,40.41194444444445,-3.6780555555555554,0
306,3196,"MADRID, CUATRO VIENTOS",2016-01-01,2023-12-31,40.37555555555556,-3.786111111111111,0
307,3200,GETAFE,2016-01-01,2024-12-31,40.29944444444444,-3.7222222222222223,0
308,3209Y,BRIHUEGA,2016-01-01,2023-12-31,40.765277777777776,-2.8741666666666665,0
309,3229Y,TIELMES,2016-01-01,2023-12-31,40.24722222222222,-3.3116666666666665,0
310,3245Y,TEMBLEQUE,2016-01-01,2023-12-31,39.69611111111111,-3.5058333333333334,0
311,3254Y,MORA,2016-01-01,2023-12-31,39.68694444444444,-3.780555555555555,0
312,3260B,TOLEDO,2016-01-01,2023-12-31,39.88472222222222,-4.045277777777778,0
313,3266A,PUERTO ALTO DEL LEÓN,2016-01-01,2023-12-31,40.70638888888889,-4.141944444444444,2
314,3268C,ALPEDRETE,2016-01-01,2023-12-31,40.65972222222222,-4.0175,0
315,3298X,SAN PABLO DE LOS MONTES,2016-01-01,2023-12-31,39.54694444444444,-4.350555555555555,0
316,3305Y,NAVAHERMOSA,2016-01-01,2023-12-31,39.63055555555555,-4.476944444444444,0
317,3319D,PUERTO DEL PICO,2016-01-01,2025-06-11,40.33972222222222,-5.012777777777778,1
318,3330Y,ROZAS DE PUERTO REAL,2016-01-01,2025-06-11,40.31305555555555,-4.487222222222222,2
319,3337U,CEBREROS,2016-01-01,2025-06-11,40.4675,-4.4558333333333335,0
320,3338,ROBLEDO DE CHAVELA,2016-01-01,2025-06-11,40.42777777777778,-4.25,0
321,3343Y,VALDEMORILLO,2016-01-01,2025-06-11,40.49666666666667,-4.061111111111111,0
322,3362Y,CASTILLO DE BAYUELA,2016-01-01,2025-06-11,40.10833333333333,-4.680555555555556,0
323,3365A,TALAVERA DE LA REINA,2016-01-01,2025-06-11,39.95861111111111,-4.863611111111111,0
324,3386A,NAVALVILLAR DE IBOR,2016-01-01,2025-06-11,39.59166666666667,-5.391666666666668,2
325,3391,SOTILLO DE LA ADRADA,2016-01-01,2025-06-11,40.28861111111111,-4.590833333333333,0
326,3422D,CANDELEDA,2016-01-06,2025-06-11,40.13916666666667,-5.311388888888889,0
327,3423I,MADRIGAL DE LA VERA,2016-01-01,2025-06-11,40.153888888888886,-5.373333333333333,2
328,3427Y,OROPESA,2016-01-03,2025-06-11,39.99333333333333,-5.114444444444444,0
329,3434X,NAVALMORAL DE LA MATA,2016-01-01,2024-12-31,39.94583333333333,-5.5825,0
330,3436D,GARGANTA LA OLLA,2016-01-01,2025-06-11,40.11111111111112,-5.784722222222222,2
331,3448X,SERRADILLA,2016-01-01,2024-12-31,39.82083333333334,-6.1275,0
332,3455X,JARAICEJO,2016-01-01,2024-07-01,39.67,-5.808333333333334,0
333,3463X,TRUJILLO,2016-01-01,2019-09-30,39.4825,-5.854166666666666,0
334,3463Y,TRUJILLO,2019-10-01,2024-12-31,39.46416666666667,-5.874166666666667,0
335,3469A,CÁCERES,2016-01-01,2024-12-31,39.47138888888889,-6.338888888888889,0
336,3475X,CAÑAVERAL,2016-01-01,2024-12-31,39.79055555555556,-6.376388888888888,0
337,3494U,NUÑOMORAL,2016-01-01,2024-12-31,40.40805555555556,-6.239722222222222,2
338,3503,GUIJO DE GRANADILLA,2016-01-01,2024-12-31,40.18944444444444,-6.1675,0
339,3504X,HERVÁS,2016-01-01,2024-12-31,40.265,-5.861111111111111,2
340,3512X,MONTEHERMOSO,2016-01-01,2024-12-31,40.08083333333334,-6.338888888888889,0
341,3514B,TORNAVACAS,2016-01-01,2024-12-31,40.25861111111111,-5.678333333333334,2
342,3516X,PIORNAL,2016-01-01,2024-12-31,40.12083333333334,-5.8325,2
343,3519X,PLASENCIA,2016-01-01,2024-12-31,40.043055555555554,-6.085833333333333,0
344,3526X,CORIA,2016-01-01,2024-12-31,40.00361111111111,-6.5575,0
345,3531X,TORRECILLA DE LOS ANGELES,2016-01-01,2024-12-31,40.255,-6.411666666666667,2
346,3536X,HOYOS,2016-01-01,2024-12-31,40.17472222222222,-6.724444444444445,2
347,3540X,ZARZA LA MAYOR,2016-01-01,2024-12-31,39.87138888888889,-6.859999999999999,0
348,3547X,VALVERDE DEL FRESNO,2016-01-01,2024-12-31,40.20722222222223,-6.896111111111111,2
349,3562X,ALISEDA,2016-01-01,2024-12-31,39.4275,-6.7363888888888885,0
350,3565X,BROZAS,2016-01-01,2024-12-31,39.61805555555556,-6.745,0
351,3576X,VALENCIA DE ALCÁNTARA,2016-01-01,2024-12-31,39.414722222222224,-7.231111111111111,0
352,4007Y,OSSA DE MONTIEL,2016-01-01,2024-12-31,38.965833333333336,-2.745,0
353,4051Y,ALCÁZAR DEL REY,2016-01-01,2024-12-31,40.06111111111111,-2.8069444444444445,0
354,4061X,QUINTANAR DE LA ORDEN,2016-01-01,2024-12-31,39.59722222222222,-3.0483333333333333,0
355,4064Y,ALCAZAR DE SAN JUAN,2016-01-01,2024-12-31,39.39083333333333,-3.2158333333333333,0
356,4067,MADRIDEJOS,2016-01-01,2024-12-31,39.49194444444444,-3.5283333333333333,0
357,4070Y,ABIA DE OBISPALIA,2016-01-01,2024-12-31,40.01888888888889,-2.395277777777778,0
358,4075Y,VILLARES DEL SAZ,2016-01-01,2024-12-31,39.84027777777778,-2.5033333333333334,0
359,4089A,ALBERCA DE ZANCARA,2016-01-01,2024-12-31,39.51694444444444,-2.4958333333333336,0
360,4090Y,SAN CLEMENTE,2016-01-19,2024-12-31,39.41666666666666,-2.420555555555556,0
361,4091Y,VILLARROBLEDO,2017-01-01,2024-12-31,39.261944444444445,-2.5925,0
362,4093Y,OSA DE LA VEGA,2016-07-02,2024-12-31,39.65611111111111,-2.76,0
363,4095Y,BELMONTE,2017-01-01,2025-06-11,39.555277777777775,-2.705555555555556,0
364,4096Y,MUNERA,2016-07-02,2025-06-11,39.016666666666666,-2.488888888888889,0
365,4103X,TOMELLOSO,2016-01-15,2025-06-11,39.16916666666666,-3.0075,0
366,4116I,ALMAGRO / FAMET,2016-01-01,2025-06-11,38.950833333333335,-3.741944444444445,0
367,4121,CIUDAD REAL,2016-01-01,2025-06-11,38.98916666666667,-3.9202777777777778,0
368,4138Y,VILLANUEVA DE LOS INFANTES,2016-01-01,2025-06-11,38.7375,-3.0044444444444443,0
369,4147X,VALDEPEÑAS,2016-01-01,2025-06-11,38.75055555555556,-3.391388888888889,0
370,4148,VISO DEL MARQUÉS,2016-01-01,2025-06-11,38.51805555555556,-3.5666666666666664,0
371,4193Y,EL ROBLEDO,2016-01-01,2025-06-11,39.21694444444445,-4.282777777777778,0
372,4195E,"ALCORNOQUERA, PARQUE NACIONAL CABAÑEROS",2023-07-03,2025-06-11,39.32083333333334,-4.3950000000000005,0
373,4210Y,ABENÓJAR,2016-01-01,2025-06-11,38.89805555555556,-4.291944444444444,0
374,4220X,PUEBLA DE DON RODRIGO,2016-01-01,2024-08-04,39.08361111111111,-4.621944444444445,0
375,4236Y,PUERTO REY ,2016-01-01,2025-06-11,39.45055555555556,-5.026388888888889,0
376,4244X,HERRERA DEL DUQUE,2016-01-01,2024-12-31,39.16944444444445,-5.062222222222222,0
377,4245X,GUADALUPE,2016-01-01,2024-12-31,39.45527777777778,-5.333333333333333,2
378,4260,PERALEDA DEL ZAUCEJO,2016-01-01,2024-12-31,38.47972222222222,-5.5775,0
379,4263X,VALSEQUILLO,2016-01-01,2024-12-31,38.409444444444446,-5.350555555555555,0
380,4267X,HINOJOSA DEL DUQUE,2016-01-01,2024-12-31,38.498333333333335,-5.121388888888888,0
381,4300Y,ALMADÉN,2016-01-01,2024-12-31,38.775277777777774,-4.845277777777778,0
382,4325Y,CASTUERA,2022-01-01,2024-12-31,38.74194444444444,-5.529166666666667,0
383,4339X,CAÑAMERO,2016-01-01,2024-12-31,39.314166666666665,-5.368888888888889,0
384,4340,NAVALVILLAR DE PELA,2016-01-01,2024-12-31,39.10333333333333,-5.461388888888889,0
385,4347X,ZORITA,2016-01-01,2024-12-31,39.282777777777774,-5.710277777777778,0
386,4358X,DON BENITO,2016-01-01,2024-12-31,38.95555555555556,-5.880555555555556,0
387,4362X,RETAMAL DE LLERENA,2022-09-30,2024-12-31,38.57638888888889,-5.845833333333333,0
388,4386B,LLERENA,2016-01-01,2024-12-31,38.23166666666667,-6.016944444444444,0
389,4395X,VILLAFRANCA DE LOS BARROS,2016-01-01,2024-12-31,38.55166666666666,-6.306666666666667,0
390,4410X,MÉRIDA,2016-01-01,2024-12-31,38.91583333333333,-6.385555555555556,0
391,4411C,ALCUESCAR,2016-01-01,2024-12-31,39.1975,-6.231111111111111,0
392,4427X,ZAFRA,2016-01-01,2024-12-31,38.42583333333333,-6.4366666666666665,0
393,4436Y,ALMENDRALEJO,2016-01-01,2024-12-31,38.68888888888888,-6.361111111111111,0
394,4452,BADAJOZ AEROPUERTO,2016-01-01,2024-12-31,38.88333333333333,-6.813888888888889,0
395,4464X,ALBURQUERQUE,2016-01-01,2024-12-31,39.18194444444444,-6.995277777777778,0
396,4468X,PUEBLA DE OBANDO,2016-01-01,2024-12-31,39.17666666666666,-6.600833333333333,0
397,4478X,BADAJOZ,2016-01-01,2024-12-31,38.88611111111111,-7.009444444444444,0
398,4486X,OLIVENZA,2017-01-01,2023-12-31,38.6975,-7.084444444444444,0
399,4489X,ALCONCHEL,2016-01-01,2024-12-31,38.484722222222224,-7.281944444444444,0
400,4492F,BARCARROTA,2016-06-08,2023-12-31,38.47277777777778,-6.923333333333334,0
401,4497X,VILLANUEVA DEL FRESNO,2016-01-01,2023-12-31,38.37222222222222,-7.158055555555556,0
402,4499X,MONESTERIO,2016-01-01,2023-12-31,38.081388888888895,-6.271944444444444,0
403,4501X,FUENTE DE CANTOS,2016-01-01,2023-12-31,38.20861111111111,-6.311388888888889,0
404,4511C,JEREZ DE LOS CABALLEROS,2016-01-01,2023-12-31,38.29861111111111,-6.765,0
405,4520X,FREGENAL DE LA SIERRA,2016-01-01,2023-12-31,38.17833333333333,-6.661666666666667,0
406,4527X,AROCHE,2016-01-01,2023-12-31,37.98027777777778,-6.975833333333333,0
407,4541X,EL GRANADO,2016-01-01,2024-07-01,37.55361111111111,-7.52,0
408,4549Y,AYAMONTE,2016-01-01,2023-12-31,37.19472222222222,-7.395,4
409,4554X,CARTAYA,2016-01-01,2024-07-01,37.21833333333333,-7.083611111111111,4
410,4560Y,ALAJAR,2016-01-01,2023-12-31,37.86861111111112,-6.675000000000001,2
411,4575X,VALVERDE DEL CAMINO,2016-01-01,2023-12-31,37.57527777777778,-6.767777777777778,2
412,4584X,EL CERRO DE ANDÉVALO,2016-01-01,2023-12-31,37.73166666666667,-6.942222222222222,0
413,4589X,"ALOSNO, THARSIS",2016-01-01,2024-12-31,37.59777777777778,-7.1194444444444445,0
414,4608X,EL CAMPILLO,2016-01-01,2024-12-31,37.67722222222222,-6.630000000000001,0
415,4622X,VILLARRASA,2016-01-01,2024-12-31,37.450833333333335,-6.636666666666666,0
416,4642E,"HUELVA, RONDA ESTE",2016-01-01,2024-12-31,37.27833333333333,-6.911666666666667,0
417,5000C,CEUTA,2016-01-01,2024-12-31,35.88861111111111,-5.3469444444444445,4
418,5038X,CAZORLA,2016-01-01,2018-10-02,37.91583333333333,-3.003888888888889,2
419,5038Y,CAZORLA,2016-01-01,2025-06-11,37.91583333333333,-3.003888888888889,0
420,5047E,BAZA,2016-01-01,2025-06-11,37.505833333333335,-2.735,0
421,5051X,HUÉSCAR,2016-01-01,2025-06-11,37.86138888888889,-2.6527777777777777,0
422,5060X,VÉLEZ BLANCO - TOPARES,2016-01-01,2025-06-11,37.86083333333333,-2.228055555555556,0
423,5103E,"CAMARATE 2, PARQUE NACIONAL SIERRA NEVADA",2023-10-16,2025-06-11,37.15833333333333,-3.2569444444444446,1
424,5103F,"CAMARATE, PARQUE NACIONAL SIERRA NEVADA",2023-07-05,2025-06-11,37.19111111111111,-3.253888888888889,0
425,5107D,DÓLAR,2018-01-01,2025-06-11,37.18,-2.986388888888889,0
426,5164B,BAEZA,2016-01-01,2025-06-11,37.99666666666667,-3.4619444444444447,0
427,5165X,TORRES,2016-07-02,2025-06-11,37.78083333333333,-3.563611111111111,0
428,5181D,ARROYO DEL OJANCO,2016-01-01,2025-05-16,38.31472222222222,-2.8897222222222223,0
429,5192,VILLARRODRIGO,2016-01-01,2025-06-01,38.48916666666667,-2.6375,0
430,5210X,VILLANUEVA DEL ARZOBISPO,2016-01-01,2025-06-11,38.175,-2.998055555555556,0
431,5246,SANTA ELENA,2016-01-01,2025-06-03,38.34444444444445,-3.535277777777777,0
432,5270B,JAÉN,2016-01-01,2024-12-31,37.7775,-3.8091666666666666,0
433,5279X,LINARES,2016-01-01,2024-12-31,38.15111111111111,-3.6294444444444447,0
434,5281X,BAILÉN,2019-01-01,2024-12-31,38.09305555555556,-3.7825,0
435,5298X,ANDÚJAR,2016-01-01,2024-12-31,38.02305555555555,-4.0633333333333335,0
436,5304Y,PUERTOLLANO,2019-01-01,2024-12-31,38.66888888888889,-4.059166666666666,0
437,5341C,FUENCALIENTE,2018-07-03,2024-12-31,38.428888888888885,-4.301666666666667,0
438,5346X,CARDEÑA,2016-07-02,2024-12-31,38.18666666666666,-4.2725,2
439,5361X,MONTORO,2016-01-01,2024-12-31,38.013333333333335,-4.330277777777778,0
440,5390Y,VILLANUEVA DE CÓRDOBA,2016-01-01,2024-12-31,38.33305555555556,-4.608888888888888,0
441,5394X,"CÓRDOBA, EMBALSE DE GUADANUÑO",2016-01-01,2024-12-31,38.020833333333336,-4.796666666666667,0
442,5402,CÓRDOBA AEROPUERTO,2016-01-01,2024-12-31,37.848888888888894,-4.846666666666667,0
443,5406X,ALCALÁ LA REAL,2016-01-01,2024-12-31,37.4975,-3.9080555555555554,0
444,5412X,PRIEGO DE CÓRDOBA,2016-01-01,2024-12-31,37.484722222222224,-4.207777777777778,0
445,5427X,DOÑA MENCÍA,2016-01-01,2024-07-01,37.55611111111111,-4.353888888888888,0
446,5429X,"CÓRDOBA, PRÁGDENA",2016-01-01,2024-12-31,37.81027777777778,-4.462222222222223,0
447,5459X,ESPIEL,2016-01-01,2024-12-31,38.11111111111112,-4.928611111111112,0
448,5470,FUENTE PALMERA,2016-01-01,2024-12-31,37.75305555555556,-5.100555555555555,0
449,5473X,AZUAGA,2016-01-01,2024-12-31,38.26777777777777,-5.686111111111112,0
450,5511,"PRADOLLANO, PARQUE NACIONAL SIERRA NEVADA",2023-10-16,2024-12-31,37.06444444444444,-3.3713888888888888,1
451,5514,GRANADA BASE AÉREA,2016-01-01,2024-12-31,37.13722222222222,-3.631388888888889,0
452,5514Z,GRANADA BASE AÉREA,2019-10-10,2024-12-20,37.13611111111111,-3.633333333333333,0
453,5515D,VÍZNAR,2016-01-21,2024-12-31,37.23694444444445,-3.5505555555555555,0
454,5515X,GRANADA-CARTUJA,2016-01-01,2024-12-31,37.189722222222215,-3.595555555555556,0
455,5516D,SIERRA NEVADA 'RADIOTELESCOPIO',2022-01-01,2024-12-31,37.06305555555555,-3.3869444444444445,1
456,5530E,GRANADA AEROPUERTO,2016-01-01,2024-12-31,37.19027777777777,-3.789722222222222,0
457,5582A,LOJA,2016-01-01,2024-12-31,37.16111111111111,-4.152777777777779,0
458,5598X,BENAMEJÍ,2016-01-01,2024-12-31,37.23083333333334,-4.547777777777777,0
459,5612B,LA RODA DE ANDALUCÍA,2016-01-01,2025-06-11,37.19444444444444,-4.77,0
460,5612X,LORA DE ESTEPA,2016-01-01,2025-06-11,37.27027777777778,-4.826944444444444,0
461,5624X,AGUILAR DE LA FRONTERA,2016-01-01,2025-06-11,37.48194444444445,-4.685833333333334,0
462,5625X,LA RAMBLA,2016-01-01,2025-06-11,37.63861111111111,-4.763888888888889,0
463,5641X,ÉCIJA,2016-01-01,2025-06-11,37.51611111111111,-5.085,0
464,5654X,LA PUEBLA DE LOS INFANTES,2016-01-01,2025-06-11,37.78666666666666,-5.371111111111111,0
465,5656,FUENTES DE ANDALUCÍA,2016-01-01,2025-06-11,37.49722222222222,-5.433055555555556,0
466,5702X,CARMONA,2016-01-01,2025-06-11,37.56555555555556,-5.740555555555556,0
467,5704B,CAZALLA DE LA SIERRA,2016-01-01,2025-06-11,37.92638888888889,-5.769722222222222,2
468,5726X,GUADALCANAL,2016-01-01,2025-06-11,38.09944444444445,-5.819166666666667,0
469,5733X,ALMADÉN DE LA PLATA,2016-01-01,2025-06-11,37.79111111111111,-6.075,0
470,5769X,CALA,2016-01-01,2025-06-11,37.97361111111111,-6.322222222222222,0
471,5783,SEVILLA AEROPUERTO,2016-01-01,2024-12-31,37.41666666666666,-5.879166666666667,0
472,5788X,"TOMARES, ZAUDÍN",2019-02-01,2025-06-11,37.361666666666665,-6.059722222222222,0
473,5790Y,"SEVILLA, TABLADA",2016-01-01,2024-12-31,37.36416666666667,-6.005833333333333,0
474,5796,MORÓN DE LA FRONTERA,2016-01-01,2025-06-11,37.16444444444444,-5.6113888888888885,0
475,5835X,CARRIÓN DE LOS CÉSPEDES,2016-01-01,2025-06-11,37.36,-6.3341666666666665,0
476,5858X,ALMONTE,2016-01-01,2025-06-11,36.98861111111111,-6.443055555555556,4
477,5860E,"MOGUER, EL ARENOSILLO",2016-01-01,2025-06-11,37.09805555555556,-6.738055555555556,4
478,5891X,LAS CABEZAS DE SAN JUAN,2016-01-01,2024-12-31,36.95333333333333,-5.846666666666667,0
479,5906X,CHIPIONA,2016-01-01,2024-12-31,36.75,-6.400555555555556,4
480,5910,"ROTA, BASE NAVAL",2016-01-01,2024-07-01,36.638888888888886,-6.3325,4
481,5911A,GRAZALEMA,2016-01-01,2023-12-31,36.76055555555556,-5.3741666666666665,2
482,5919X,OLVERA,2016-01-01,2023-12-31,36.931666666666665,-5.259444444444444,0
483,5941X,EL BOSQUE,2016-01-01,2023-12-31,36.72944444444445,-5.512222222222222,0
484,5950X,SAN JOSÉ DEL VALLE,2016-01-01,2023-12-31,36.66388888888888,-5.783333333333333,0
485,5960,JEREZ DE LA FRONTERA AEROPUERTO,2016-01-01,2023-12-31,36.75055555555556,-6.055833333333333,0
486,5972X,SAN FERNANDO,2016-01-01,2023-07-02,36.46555555555556,-6.205555555555556,4
487,5973,CÁDIZ,2016-01-01,2024-12-31,36.49972222222223,-6.257777777777778,4
488,5983X,MEDINA SIDONIA,2016-01-01,2023-12-31,36.40611111111111,-5.920277777777778,0
489,5995B,VEJER DE LA FRONTERA,2016-01-01,2024-12-31,36.24555555555556,-5.965,4
490,5996B,BARBATE,2016-01-01,2024-12-31,36.18472222222222,-5.9094444444444445,4
491,5998X,OSUNA,2016-01-01,2024-12-31,37.24333333333333,-5.1125,0
492,6000A,MELILLA,2016-01-01,2024-12-31,35.27638888888889,-2.956388888888889,4
493,6001,TARIFA,2016-01-09,2024-12-31,36.013888888888886,-5.598888888888888,4
494,6032B,RONDA,2016-01-20,2016-01-20,36.74972222222223,-5.168333333333334,2
495,6032X,RONDA INSTITUTO,2016-01-01,2025-06-11,36.75,-5.168611111111112,0
496,6040X,CORTES DE LA FRONTERA,2016-01-01,2025-06-11,36.54444444444445,-5.386388888888889,2
497,6042I,JIMENA DE LA FRONTERA,2016-07-02,2024-12-31,36.43555555555555,-5.3950000000000005,4
498,6045X,ALPANDEIRE,2016-01-01,2023-12-31,36.6325,-5.203055555555555,2
499,6050X,GAUCÍN,2016-01-01,2025-06-11,36.51861111111111,-5.318611111111111,0
500,6056X,SAN ROQUE  ,2016-01-01,2025-06-11,36.27305555555555,-5.2844444444444445,4
501,6057X,MANILVA,2016-01-01,2023-12-31,36.37833333333333,-5.26,4
502,6058I,ESTEPONA,2016-01-01,2024-12-31,36.41694444444444,-5.155,4
503,6069X,BENAHAVÍS,2016-01-01,2023-12-31,36.54361111111111,-5.024722222222223,0
504,6076X,"MARBELLA, PUERTO",2016-01-01,2024-12-31,36.48444444444444,-4.953055555555555,4
505,6083X,MARBELLA,2016-01-01,2024-12-31,36.48333333333333,-4.740277777777778,4
506,6084X,FUENGIROLA,2016-01-01,2024-12-31,36.53861111111111,-4.618333333333334,4
507,6088X,TORREMOLINOS,2016-01-01,2024-12-31,36.62055555555556,-4.515,4
508,6100B,ANTEQUERA AYUNTAMIENTO (AUTOMÁTICA THIES),2016-01-01,2024-12-31,37.02388888888889,-4.5625,0
509,6106X,ANTEQUERA,2016-01-01,2024-12-31,37.02944444444445,-4.748333333333333,0
510,6127X,ÁLORA,2016-01-01,2024-12-31,36.85472222222222,-4.696666666666667,0
511,6143X,COÍN,2016-01-01,2024-12-31,36.657777777777774,-4.760833333333333,0
512,6155A,MÁLAGA AEROPUERTO,2016-01-01,2024-07-01,36.66611111111111,-4.482222222222222,4
513,6156X,"MÁLAGA, CENTRO METEOROLÓGICO",2016-01-01,2024-12-31,36.717777777777776,-4.4816666666666665,4
514,6172O,"MÁLAGA, PUERTO",2016-01-01,2016-01-31,36.71666666666667,-4.419722222222222,0
515,6172X,MÁLAGA,2016-01-01,2023-12-31,36.71666666666667,-4.419722222222222,4
516,6175X,RINCÓN DE LA VICTORIA,2016-01-01,2023-12-31,36.715,-4.286111111111111,4
517,6199X,VÉLEZ-MÁLAGA,2023-01-01,2024-12-31,36.76861111111111,-4.093611111111111,0
518,6201X,ALGARROBO,2016-01-01,2025-06-11,36.755833333333335,-4.043888888888889,4
519,6205X,TORROX,2016-01-01,2024-12-31,36.72638888888889,-3.957222222222222,4
520,6213X,NERJA,2017-01-01,2024-12-31,36.76277777777778,-3.845277777777778,4
521,6248D,"CAÑAR, PARQUE NACIONAL SIERRA NEVADA",2023-10-16,2024-12-31,36.95222222222223,-3.430277777777777,1
522,6258X,LANJARÓN,2016-01-01,2024-12-31,36.92305555555555,-3.4925,0
523,6267X,SALOBREÑA,2017-01-01,2024-12-31,36.748333333333335,-3.578611111111111,4
524,6268X,MOTRIL,2016-07-20,2016-12-13,36.72277777777778,-3.5302777777777776,5
525,6268Y,"MOTRIL, PUERTO",2016-01-01,2024-12-31,36.723888888888894,-3.529166666666667,4
526,6272X,CASTELL DE FERRO,2016-01-01,2024-12-31,36.73416666666667,-3.38,4
527,6277B,ADRA,2016-01-01,2024-12-31,36.74722222222222,-3.020555555555556,4
528,6281X,VÁLOR,2016-01-01,2024-12-31,37.00527777777778,-3.071388888888889,0
529,6291B,EL EJIDO,2016-01-01,2024-12-31,36.77472222222222,-2.813055555555555,4
530,6293X,ROQUETAS DE MAR,2016-01-01,2024-12-31,36.68694444444444,-2.7016666666666667,4
531,6299I,"LAGUNA SECA, PARQUE NACIONAL SIERRA NEVADA",2023-10-16,2024-12-26,37.09583333333334,-2.9644444444444447,1
532,6302A,ABLA,2016-01-01,2024-12-31,37.14138888888889,-2.78,0
533,6307C,"LAÚJAR, PARQUE NACIONAL SIERRA NEVADA",2023-07-05,2024-12-31,37.05305555555555,-2.897222222222222,0
534,6307X,LÁUJAR DE ANDARAX,2016-01-01,2024-12-31,37.03333333333333,-2.9125,0
535,6312E,"RÁGOL, PARQUE NACIONAL SIERRA NEVADA",2023-07-05,2024-12-31,37.020833333333336,-2.677222222222222,0
536,6325O,ALMERÍA AEROPUERTO,2016-01-01,2024-12-31,36.84638888888889,-2.3569444444444447,4
537,6329X,CABO DE GATA,2016-01-01,2024-12-31,36.721944444444446,-2.1930555555555555,4
538,6332X,CARBONERAS,2017-01-01,2021-07-27,36.98027777777778,-1.903611111111111,4
539,6332Y,CARBONERAS,2021-07-01,2024-12-31,36.94222222222222,-1.9069444444444443,4
540,6335O,"NACIMIENTO, PARQUE NACIONAL SIERRA NEVADA",2023-07-05,2024-12-31,37.11,-2.6991666666666667,0
541,6340X,"GARRUCHA, PUERTO",2016-01-01,2024-12-31,37.178888888888885,-1.8166666666666669,4
542,6364X,ALBOX,2016-01-01,2024-12-31,37.406666666666666,-2.151388888888889,0
543,6367B,HUÉRCAL-OVERA,2016-01-01,2024-12-31,37.39055555555556,-1.9436111111111112,0
544,6375X,FUENTE DE PIEDRA,2016-01-01,2024-12-31,37.13222222222223,-4.741944444444444,0
545,6381,ALBORÁN,2016-01-01,2016-06-11,35.93833333333333,-3.036111111111111,4
546,7002Y,ÁGUILAS,2016-01-01,2024-12-31,37.41722222222222,-1.5869444444444445,0
547,7007Y,MAZARRÓN,2019-01-01,2024-12-31,37.58805555555556,-1.2305555555555556,4
548,7012C,CARTAGENA,2016-01-01,2024-12-31,37.60111111111111,-0.9877777777777778,4
549,7012D,CARTAGENA,2016-02-22,2024-12-31,37.60444444444445,-1.0233333333333332,4
550,7019X,CARTAGENA/SALINAS CABO PALOS,2022-02-24,2024-12-31,37.63583333333333,-0.7155555555555555,4
551,7020C,MURCIA AEROPUERTO,2019-01-01,2024-12-31,37.8075,-1.1280555555555556,0
552,7023X,FUENTE ÁLAMO DE MURCIA,2019-01-01,2024-12-31,37.72638888888889,-1.1672222222222224,0
553,7026X,TORRE-PACHECO,2017-01-01,2024-12-31,37.73888888888889,-0.9675,4
554,7031,SAN JAVIER AEROPUERTO,2019-01-01,2024-12-31,37.78888888888888,-0.8033333333333333,4
555,7031X,SAN JAVIER AEROPUERTO,2019-01-01,2024-12-31,37.77833333333333,-0.8058333333333334,4
556,7066Y,"YESTE, EMBALSE FUENSANTA",2019-01-01,2024-12-31,38.39333333333333,-2.218888888888889,0
557,7067Y,NERPIO,2019-01-01,2024-12-31,38.08833333333334,-2.413055555555556,0
558,7072Y,YESTE,2016-07-02,2024-12-31,38.295,-2.2938888888888886,0
559,7080X,MORATALLA,2016-01-01,2024-12-31,38.26833333333333,-1.986388888888889,0
560,7096B,HELLÍN,2016-01-01,2024-12-31,38.54194444444444,-1.7030555555555555,0
561,7103Y,TOBARRA,2016-01-01,2024-12-31,38.58805555555556,-1.6894444444444443,0
562,7119B,CARAVACA DE LA CRUZ,2016-01-01,2024-12-31,38.10305555555556,-1.8772222222222223,0
